45,8,circuit/sycamore45_8_IJKL_ABCDlike.txt,98818,98818,98818,98818,98818,98818,98818,98818
48,8,circuit/sycamore48_8_IJKL_ABCDlike.txt,17860,17860,17860,17860,17860,17860,17860,17860
51,8,circuit/sycamore51_8_IJKL_ABCDlike.txt,20372,20372,20372,20372,20372,20372,20372,20372
54,8,circuit/sycamore54_8_IJKL_ABCDlike.txt,39146,39146,39146,39146,39146,39146,39146,39146
60,8,circuit/sycamore60_8_IJKL_ABCDlike.txt,43636,43636,43636,43636,43636,43636,43636,43636
66,8,circuit/sycamore66_8_IJKL_ABCDlike.txt,55434,55434,55434,55434,55434,55434,55434,55434
60,18,circuit/sycamore60_18_IJKL_ABCDlike.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,18,circuit/sycamore60_18_IJKL_ABCDlike.s1.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,18,circuit/sycamore60_18_IJKL_ABCDlike.s2.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,18,circuit/sycamore60_18_IJKL_ABCDlike.s3.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,18,circuit/sycamore60_18_IJKL_ABCDlike.s4.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,18,circuit/sycamore60_18_IJKL_ABCDlike.s5.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,18,circuit/sycamore60_18_IJKL_ABCDlike.s6.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,18,circuit/sycamore60_18_IJKL_ABCDlike.s7.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,18,circuit/sycamore60_18_IJKL_ABCDlike.s8.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,18,circuit/sycamore60_18_IJKL_ABCDlike.s9.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,16,circuit/sycamore60_16_IJKL_ABCDlike.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,16,circuit/sycamore60_16_IJKL_ABCDlike.s1.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,16,circuit/sycamore60_16_IJKL_ABCDlike.s2.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,16,circuit/sycamore60_16_IJKL_ABCDlike.s3.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,16,circuit/sycamore60_16_IJKL_ABCDlike.s4.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,16,circuit/sycamore60_16_IJKL_ABCDlike.s5.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,16,circuit/sycamore60_16_IJKL_ABCDlike.s6.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,16,circuit/sycamore60_16_IJKL_ABCDlike.s7.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,16,circuit/sycamore60_16_IJKL_ABCDlike.s8.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,16,circuit/sycamore60_16_IJKL_ABCDlike.s9.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,14,circuit/sycamore60_14_IJKL_ABCDlike.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,14,circuit/sycamore60_14_IJKL_ABCDlike.s1.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,14,circuit/sycamore60_14_IJKL_ABCDlike.s2.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,14,circuit/sycamore60_14_IJKL_ABCDlike.s3.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,14,circuit/sycamore60_14_IJKL_ABCDlike.s4.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,14,circuit/sycamore60_14_IJKL_ABCDlike.s5.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,14,circuit/sycamore60_14_IJKL_ABCDlike.s6.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,14,circuit/sycamore60_14_IJKL_ABCDlike.s7.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,14,circuit/sycamore60_14_IJKL_ABCDlike.s8.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,14,circuit/sycamore60_14_IJKL_ABCDlike.s9.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,12,circuit/sycamore60_12_IJKL_ABCDlike.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,12,circuit/sycamore60_12_IJKL_ABCDlike.s1.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,12,circuit/sycamore60_12_IJKL_ABCDlike.s2.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,12,circuit/sycamore60_12_IJKL_ABCDlike.s3.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,12,circuit/sycamore60_12_IJKL_ABCDlike.s4.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,12,circuit/sycamore60_12_IJKL_ABCDlike.s5.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,12,circuit/sycamore60_12_IJKL_ABCDlike.s6.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,12,circuit/sycamore60_12_IJKL_ABCDlike.s7.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,12,circuit/sycamore60_12_IJKL_ABCDlike.s8.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,12,circuit/sycamore60_12_IJKL_ABCDlike.s9.txt,43636,43636,43636,43636,43636,43636,43636,43636
66,16,circuit/sycamore66_16_MNOP_ABCDlike.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,16,circuit/sycamore66_16_MNOP_ABCDlike.s1.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,16,circuit/sycamore66_16_MNOP_ABCDlike.s2.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,16,circuit/sycamore66_16_MNOP_ABCDlike.s3.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,16,circuit/sycamore66_16_MNOP_ABCDlike.s4.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,16,circuit/sycamore66_16_MNOP_ABCDlike.s5.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,16,circuit/sycamore66_16_MNOP_ABCDlike.s6.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,16,circuit/sycamore66_16_MNOP_ABCDlike.s7.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,16,circuit/sycamore66_16_MNOP_ABCDlike.s8.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,16,circuit/sycamore66_16_MNOP_ABCDlike.s9.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,14,circuit/sycamore66_14_MNOP_ABCDlike.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,14,circuit/sycamore66_14_MNOP_ABCDlike.s1.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,14,circuit/sycamore66_14_MNOP_ABCDlike.s2.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,14,circuit/sycamore66_14_MNOP_ABCDlike.s3.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,14,circuit/sycamore66_14_MNOP_ABCDlike.s4.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,14,circuit/sycamore66_14_MNOP_ABCDlike.s5.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,14,circuit/sycamore66_14_MNOP_ABCDlike.s6.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,14,circuit/sycamore66_14_MNOP_ABCDlike.s7.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,14,circuit/sycamore66_14_MNOP_ABCDlike.s8.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,14,circuit/sycamore66_14_MNOP_ABCDlike.s9.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,12,circuit/sycamore66_12_MNOP_ABCDlike.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,12,circuit/sycamore66_12_MNOP_ABCDlike.s1.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,12,circuit/sycamore66_12_MNOP_ABCDlike.s2.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,12,circuit/sycamore66_12_MNOP_ABCDlike.s3.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,12,circuit/sycamore66_12_MNOP_ABCDlike.s4.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,12,circuit/sycamore66_12_MNOP_ABCDlike.s5.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,12,circuit/sycamore66_12_MNOP_ABCDlike.s6.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,12,circuit/sycamore66_12_MNOP_ABCDlike.s7.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,12,circuit/sycamore66_12_MNOP_ABCDlike.s8.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,12,circuit/sycamore66_12_MNOP_ABCDlike.s9.txt,53506,53506,53506,53506,53506,53506,53506,53506
60,4,circuit/sycamore60_4_IJKL_fullcircuit.txt,43636,43636,43636,43636,43636,43636,43636,43636
60,6,circuit/sycamore60_6_IJKL_fullcircuit.txt,667052,667052,667052,667052,667052,667052,667052,667052
66,4,circuit/sycamore66_4_MNOP_fullcircuit.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,6,circuit/sycamore66_6_MNOP_fullcircuit.txt,4371458,4371458,4371458,4371458,4371458,4371458,4371458,4371458
60,18,circuit/sycamore60_18_IJKL_ABCDlike_for_sample5.txt,833684,833684,833684,833684,833684,833684,833684,833684
60,18,circuit/sycamore60_18_IJKL_ABCDlike_for_sample6.txt,4720546,4720546,4720546,4720546,4720546,4720546,4720546,4720546
66,16,circuit/sycamore66_16_MNOP_ABCDlike_for_sample4.txt,53506,53506,53506,53506,53506,53506,53506,53506
66,16,circuit/sycamore66_16_MNOP_ABCDlike_for_sample5.txt,1058960,1058960,1058960,1058960,1058960,1058960,1058960,1058960
66,16,circuit/sycamore66_16_MNOP_ABCDlike_for_sample6.txt,10152964,10152964,10152964,10152964,10152964,10152964,10152964,10152964
53,4,circuit/google_sycamore53_4_IJKL_fullcircuit.txt,21492,21492,21492,21492,21492,21492,21492,21492
53,5,circuit/google_sycamore53_5_IJKL_fullcircuit.txt,103568,103568,103568,103568,103568,103568,103568,103568
53,6,circuit/google_sycamore53_6_IJKL_fullcircuit.txt,286668,286668,286668,286668,286668,286668,286668,286668
53,7,circuit/google_sycamore53_7_IJKL_fullcircuit.txt,12434724,12434724,12434724,12434724,12434724,12434724,12434724,12434724
53,8,circuit/google_sycamore53_8_IJKL_fullcircuit.txt,92459088,92459088,92459088,92459088,92459088,92459088,92459088,92459088
53,9,circuit/google_sycamore53_9_IJKL_fullcircuit.txt,835129858,835129858,835129858,835129858,835129858,835129858,835129858,835129858
53,10,circuit/google_sycamore53_10_IJKL_fullcircuit.txt,2280133122,2280133122,2280133122,2280133122,2280133122,2280133122,2280133122,2280133122
53,11,circuit/google_sycamore53_11_IJKL_fullcircuit.txt,69992466434,69992466434,69992466434,69992466434,69992466434,69992466434,69992466434,69992466434
53,12,circuit/google_sycamore53_12_IJKL_fullcircuit.txt,703003136002,703003136002,703003136002,703003136002,703003136002,703003136002,703003136002,703003136002
54,4,circuit/stask2_54_4_IJKL_fullcircuit.txt,21506,21506,21506,21506,21506,21506,21506,21506
54,5,circuit/stask2_54_5_IJKL_fullcircuit.txt,109452,109452,109452,109452,109452,109452,109452,109452
54,6,circuit/stask2_54_6_IJKL_fullcircuit.txt,292236,292236,292236,292236,292236,292236,292236,292236
54,7,circuit/stask2_54_7_IJKL_fullcircuit.txt,12508708,12508708,12508708,12508708,12508708,12508708,12508708,12508708
54,8,circuit/stask2_54_8_IJKL_fullcircuit.txt,93020368,93020368,93020368,93020368,93020368,93020368,93020368,93020368
54,9,circuit/stask2_54_9_IJKL_fullcircuit.txt,852171266,852171266,852171266,852171266,852171266,852171266,852171266,852171266
54,10,circuit/stask2_54_10_IJKL_fullcircuit.txt,2397837826,2397837826,2397837826,2397837826,2397837826,2397837826,2397837826,2397837826
60,4,circuit/stask2_60_4_IJKL_fullcircuit.txt,32130,32130,32130,32130,32130,32130,32130,32130
60,5,circuit/stask2_60_5_IJKL_fullcircuit.txt,212620,212620,212620,212620,212620,212620,212620,212620
60,6,circuit/stask2_60_6_IJKL_fullcircuit.txt,621452,621452,621452,621452,621452,621452,621452,621452
60,7,circuit/stask2_60_7_IJKL_fullcircuit.txt,16731684,16731684,16731684,16731684,16731684,16731684,16731684,16731684
60,8,circuit/stask2_60_8_IJKL_fullcircuit.txt,256180432,256180432,256180432,256180432,256180432,256180432,256180432,256180432
60,9,circuit/stask2_60_9_IJKL_fullcircuit.txt,2609781250,2609781250,2609781250,2609781250,2609781250,2609781250,2609781250,2609781250
60,10,circuit/stask2_60_10_IJKL_fullcircuit.txt,18607905282,18607905282,18607905282,18607905282,18607905282,18607905282,18607905282,18607905282
66,4,circuit/stask2_66_4_IJKL_fullcircuit.txt,93058,93058,93058,93058,93058,93058,93058,93058
66,5,circuit/stask2_66_5_IJKL_fullcircuit.txt,587404,587404,587404,587404,587404,587404,587404,587404
66,6,circuit/stask2_66_6_IJKL_fullcircuit.txt,2723724,2723724,2723724,2723724,2723724,2723724,2723724,2723724
66,7,circuit/stask2_66_7_IJKL_fullcircuit.txt,181828132,181828132,181828132,181828132,181828132,181828132,181828132,181828132
66,8,circuit/stask2_66_8_IJKL_fullcircuit.txt,1248166096,1248166096,1248166096,1248166096,1248166096,1248166096,1248166096,1248166096
66,9,circuit/stask2_66_9_IJKL_fullcircuit.txt,16230259202,16230259202,16230259202,16230259202,16230259202,16230259202,16230259202,16230259202
66,10,circuit/stask2_66_10_IJKL_fullcircuit.txt,83030841858,83030841858,83030841858,83030841858,83030841858,83030841858,83030841858,83030841858
72,4,circuit/stask2_72_4_IJKL_fullcircuit.txt,38402,38402,38402,38402,38402,38402,38402,38402
72,5,circuit/stask2_72_5_IJKL_fullcircuit.txt,241804,241804,241804,241804,241804,241804,241804,241804
72,6,circuit/stask2_72_6_IJKL_fullcircuit.txt,685452,685452,685452,685452,685452,685452,685452,685452
72,7,circuit/stask2_72_7_IJKL_fullcircuit.txt,18484772,18484772,18484772,18484772,18484772,18484772,18484772,18484772
72,8,circuit/stask2_72_8_IJKL_fullcircuit.txt,284098768,284098768,284098768,284098768,284098768,284098768,284098768,284098768
72,9,circuit/stask2_72_9_IJKL_fullcircuit.txt,3056474626,3056474626,3056474626,3056474626,3056474626,3056474626,3056474626,3056474626
72,10,circuit/stask2_72_10_IJKL_fullcircuit.txt,19513608706,19513608706,19513608706,19513608706,19513608706,19513608706,19513608706,19513608706
72,4,circuit/stask2_72_4_IJKL_fullcircuit_pc5.txt,54722,54722,54722,54722,54722,54722,54722,54722
72,5,circuit/stask2_72_5_IJKL_fullcircuit_pc5.txt,721036,721036,721036,721036,721036,721036,721036,721036
72,6,circuit/stask2_72_6_IJKL_fullcircuit_pc5.txt,4386188,4386188,4386188,4386188,4386188,4386188,4386188,4386188
72,7,circuit/stask2_72_7_IJKL_fullcircuit_pc5.txt,224817700,224817700,224817700,224817700,224817700,224817700,224817700,224817700
72,8,circuit/stask2_72_8_IJKL_fullcircuit_pc5.txt,2030764240,2030764240,2030764240,2030764240,2030764240,2030764240,2030764240,2030764240
72,9,circuit/stask2_72_9_IJKL_fullcircuit_pc5.txt,10480392706,10480392706,10480392706,10480392706,10480392706,10480392706,10480392706,10480392706
72,10,circuit/stask2_72_10_IJKL_fullcircuit_pc5.txt,41355971074,41355971074,41355971074,41355971074,41355971074,41355971074,41355971074,41355971074
72,4,circuit/stask2_72_4_IJKL_fullcircuit_pc4.txt,170626,170626,170626,170626,170626,170626,170626,170626
72,5,circuit/stask2_72_5_IJKL_fullcircuit_pc4.txt,1985176,1985176,1985176,1985176,1985176,1985176,1985176,1985176
72,6,circuit/stask2_72_6_IJKL_fullcircuit_pc4.txt,8903576,8903576,8903576,8903576,8903576,8903576,8903576,8903576
72,7,circuit/stask2_72_7_IJKL_fullcircuit_pc4.txt,448911908,448911908,448911908,448911908,448911908,448911908,448911908,448911908
72,8,circuit/stask2_72_8_IJKL_fullcircuit_pc4.txt,12824182992,12824182992,12824182992,12824182992,12824182992,12824182992,12824182992,12824182992
72,9,circuit/stask2_72_9_IJKL_fullcircuit_pc4.txt,131513850370,131513850370,131513850370,131513850370,131513850370,131513850370,131513850370,131513850370
72,10,circuit/stask2_72_10_IJKL_fullcircuit_pc4.txt,1119324871170,1119324871170,1119324871170,1119324871170,1119324871170,1119324871170,1119324871170,1119324871170
104,4,circuit/stask2_104_4_IJKL_fullcircuit.txt,209730,208962,207426,207426,207426,207426,207426,207426
104,5,circuit/stask2_104_5_IJKL_fullcircuit.txt,3351028,3351028,3351028,3351028,3351028,3351028,3351028,3351028
104,6,circuit/stask2_104_6_IJKL_fullcircuit.txt,34481740,34481740,34481740,34481740,34481740,34481740,34481740,34481740
104,7,circuit/stask2_104_7_IJKL_fullcircuit.txt,2898632052,2898632052,2898599284,2898599284,2898599284,2898599284,2898599284,2898599284
104,8,circuit/stask2_104_8_IJKL_fullcircuit.txt,21159915652,21159915652,21159915652,21159915652,21159915652,21159915652,21159915652,21159915652
104,9,circuit/stask2_104_9_IJKL_fullcircuit.txt,346528455170,346528455170,346528455170,346528455170,346528455170,346528455170,346528455170,346528455170
104,10,circuit/stask2_104_10_IJKL_fullcircuit.txt,1284211644930,1284211644930,1284211644930,1284211644930,1284211644930,1284211644930,1284211644930,1284211644930
104,4,circuit/stask2_104_4_IJKL_fullcircuit_pc5.txt,None,339010,337474,337474,337474,337474,337474,337474
104,5,circuit/stask2_104_5_IJKL_fullcircuit_pc5.txt,None,12266740,12266740,12266740,12266740,12266740,12266740,12266740
104,6,circuit/stask2_104_6_IJKL_fullcircuit_pc5.txt,None,269764940,269764940,269764940,269764940,172837226,172509546,172509546
104,7,circuit/stask2_104_7_IJKL_fullcircuit_pc5.txt,None,45142142324,45142109556,45142109556,45142109556,28487034724,28487034724,28487034724
104,8,circuit/stask2_104_8_IJKL_fullcircuit_pc5.txt,None,260012617860,260012617860,260012617860,260012617860,260012617860,260012617860,260012617860
104,9,circuit/stask2_104_9_IJKL_fullcircuit_pc5.txt,None,1847182268930,1847182268930,1847182268930,1847182268930,1847182268930,1847182268930,1847182268930
104,10,circuit/stask2_104_10_IJKL_fullcircuit_pc5.txt,None,5975750384130,5975750384130,5975750384130,5975750384130,5975750384130,5975750384130,5975750384130
104,4,circuit/stask2_104_4_IJKL_fullcircuit_pc4.txt,None,921666,914498,914498,914498,914498,914498,914498
104,5,circuit/stask2_104_5_IJKL_fullcircuit_pc4.txt,None,18357492,18349300,18349300,18349300,18349300,18349300,18349300
104,6,circuit/stask2_104_6_IJKL_fullcircuit_pc4.txt,None,342035788,342019404,342019404,342019404,173739370,173411690,173411690
104,7,circuit/stask2_104_7_IJKL_fullcircuit_pc4.txt,None,45836266868,45836234100,45836234100,45836234100,28523702116,28523702116,28523702116
104,8,circuit/stask2_104_8_IJKL_fullcircuit_pc4.txt,None,313079476356,313079476356,313079476356,313079476356,313079476356,313079476356,313079476356
104,9,circuit/stask2_104_9_IJKL_fullcircuit_pc4.txt,None,4847191497218,4847191497218,4847191497218,4847191497218,4847191497218,4847191497218,4847191497218
104,10,circuit/stask2_104_10_IJKL_fullcircuit_pc4.txt,None,36629048891906,36629048891906,36629048891906,36629048891906,36629048891906,36629048891906,36629048891906
60,7,circuit/sycamore60_7_IJKL_E3layer.txt,5721548,5721548,5721548,5721548,5721548,5721548,5721548,5721548
60,8,circuit/sycamore60_8_IJKL_E3layer.txt,175392642,175392642,175392642,90965954,90965954,90965954,90965954,90965954
66,7,circuit/sycamore66_7_MNOP_E3layer.txt,188874116,188874116,188874116,16691476,16690452,16690452,16690452,16690452
66,8,circuit/sycamore66_8_MNOP_E3layer.txt,759945220,343005188,343005188,343005188,264629508,264629508,264629508,264629508
